"ensembl_gene_id"	"external_gene_id"	"description"
"757"	"ENSMUSG00000025239"	"Limd1"	"LIM domains containing 1 [Source:MGI Symbol;Acc:MGI:1352502]"
"758"	"ENSMUSG00000025260"	"Hsd17b10"	"hydroxysteroid (17-beta) dehydrogenase 10 [Source:MGI Symbol;Acc:MGI:1333871]"
"759"	"ENSMUSG00000025261"	"Huwe1"	"HECT, UBA and WWE domain containing 1 [Source:MGI Symbol;Acc:MGI:1926884]"
"760"	"ENSMUSG00000025262"	"Fam120c"	"family with sequence similarity 120, member C [Source:MGI Symbol;Acc:MGI:2387687]"
"761"	"ENSMUSG00000025266"	"Gnl3l"	"guanine nucleotide binding protein-like 3 (nucleolar)-like [Source:MGI Symbol;Acc:MGI:2448557]"
"762"	"ENSMUSG00000025278"	"Flnb"	"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]"
"763"	"ENSMUSG00000025289"	"Prdx4"	"peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815]"
"764"	"ENSMUSG00000025290"	"Rps24"	"ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]"
"765"	"ENSMUSG00000025337"	"Sbds"	"Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961]"
"766"	"ENSMUSG00000025362"	"Rps26"	"ribosomal protein S26 [Source:MGI Symbol;Acc:MGI:1351628]"
"767"	"ENSMUSG00000025364"	"Pa2g4"	"proliferation-associated 2G4 [Source:MGI Symbol;Acc:MGI:894684]"
"768"	"ENSMUSG00000025366"	"Esyt1"	"extended synaptotagmin-like protein 1 [Source:MGI Symbol;Acc:MGI:1344426]"
"769"	"ENSMUSG00000025393"	"Atp5b"	"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]"
"770"	"ENSMUSG00000025403"	"Shmt2"	"serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989]"
"771"	"ENSMUSG00000025404"	"R3hdm2"	"R3H domain containing 2 [Source:MGI Symbol;Acc:MGI:1919000]"
"772"	"ENSMUSG00000025417"	"Pip4k2c"	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:MGI Symbol;Acc:MGI:2152214]"
"773"	"ENSMUSG00000025428"	"Atp5a1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 [Source:MGI Symbol;Acc:MGI:88115]"
"774"	"ENSMUSG00000025439"	"Clns1a"	"chloride channel, nucleotide-sensitive, 1A [Source:MGI Symbol;Acc:MGI:109638]"
"775"	"ENSMUSG00000025451"	"Paip1"	"polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]"
"776"	"ENSMUSG00000025508"	"Rplp2"	"ribosomal protein, large P2 [Source:MGI Symbol;Acc:MGI:1914436]"
"777"	"ENSMUSG00000025544"	"Tm9sf2"	"transmembrane 9 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1915309]"
"778"	"ENSMUSG00000025555"	"Farp1"	"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) [Source:MGI Symbol;Acc:MGI:2446173]"
"779"	"ENSMUSG00000025571"	"Tnrc6c"	"trinucleotide repeat containing 6C [Source:MGI Symbol;Acc:MGI:2443265]"
"780"	"ENSMUSG00000025580"	"Eif4a3"	"eukaryotic translation initiation factor 4A3 [Source:MGI Symbol;Acc:MGI:1923731]"
"781"	"ENSMUSG00000025583"	"Rptor"	"regulatory associated protein of MTOR, complex 1 [Source:MGI Symbol;Acc:MGI:1921620]"
"782"	"ENSMUSG00000025591"	"Tma16"	"translation machinery associated 16 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913532]"
"783"	"ENSMUSG00000025613"	"Cct8"	"chaperonin containing Tcp1, subunit 8 (theta) [Source:MGI Symbol;Acc:MGI:107183]"
"784"	"ENSMUSG00000025626"	"Phf6"	"PHD finger protein 6 [Source:MGI Symbol;Acc:MGI:1918248]"
"785"	"ENSMUSG00000025650"	"Col7a1"	"collagen, type VII, alpha 1 [Source:MGI Symbol;Acc:MGI:88462]"
"786"	"ENSMUSG00000025732"	"Fam195a"	"family with sequence similarity 195, member A [Source:MGI Symbol;Acc:MGI:1915491]"
"787"	"ENSMUSG00000025745"	"Hadha"	"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit [Source:MGI Symbol;Acc:MGI:2135593]"
"788"	"ENSMUSG00000025762"	"Larp1b"	"La ribonucleoprotein domain family, member 1B [Source:MGI Symbol;Acc:MGI:1914604]"
"789"	"ENSMUSG00000025781"	"Atp5c1"	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:MGI Symbol;Acc:MGI:1261437]"
"790"	"ENSMUSG00000025794"	"Rpl14"	"ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]"
"791"	"ENSMUSG00000025817"	"Nudt5"	"nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:MGI Symbol;Acc:MGI:1858232]"
"792"	"ENSMUSG00000025823"	"Pdia4"	"protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]"
"793"	"ENSMUSG00000025867"	"Cplx2"	"complexin 2 [Source:MGI Symbol;Acc:MGI:104726]"
"794"	"ENSMUSG00000025868"	"Higd2a"	"HIG1 domain family, member 2A [Source:MGI Symbol;Acc:MGI:1914294]"
"795"	"ENSMUSG00000025869"	"Nop16"	"NOP16 nucleolar protein [Source:MGI Symbol;Acc:MGI:107862]"
"796"	"ENSMUSG00000025893"	"Kbtbd3"	"kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399]"
"797"	"ENSMUSG00000025898"	"Cwf19l2"	"CWF19-like 2, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1918023]"
"798"	"ENSMUSG00000025917"	"Cops5"	"COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana) [Source:MGI Symbol;Acc:MGI:1349415]"
"799"	"ENSMUSG00000025920"	"Stau2"	"staufen (RNA binding protein) homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1352508]"
"800"	"ENSMUSG00000025922"	"Gm5045"	"predicted gene 5045 [Source:MGI Symbol;Acc:MGI:3647181]"
"801"	"ENSMUSG00000025950"	"Idh1"	"isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]"
"802"	"ENSMUSG00000025962"	"Fastkd2"	"FAST kinase domains 2 [Source:MGI Symbol;Acc:MGI:1922869]"
"803"	"ENSMUSG00000025967"	"Eef1b2"	"eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520]"
"804"	"ENSMUSG00000025977"	"Boll"	"bol, boule-like (Drosophila) [Source:MGI Symbol;Acc:MGI:1922638]"
"805"	"ENSMUSG00000025980"	"Hspd1"	"heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]"
"806"	"ENSMUSG00000025982"	"Sf3b1"	"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]"
"807"	"ENSMUSG00000025991"	"Cps1"	"carbamoyl-phosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:891996]"
"808"	"ENSMUSG00000025995"	"Wdr75"	"WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]"
"809"	"ENSMUSG00000026019"	"Wdr12"	"WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241]"
"810"	"ENSMUSG00000026020"	"Nop58"	"NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]"
"811"	"ENSMUSG00000026021"	"Sumo1"	"SMT3 suppressor of mif two 3 homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:1197010]"
"812"	"ENSMUSG00000026074"	"Map4k4"	"mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]"
"813"	"ENSMUSG00000026083"	"Eif5b"	"eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]"
"814"	"ENSMUSG00000026087"	"Mrpl30"	"mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]"
"815"	"ENSMUSG00000026103"	"Gls"	"glutaminase [Source:MGI Symbol;Acc:MGI:95752]"
"816"	"ENSMUSG00000026116"	"Tmem131"	"transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]"
"817"	"ENSMUSG00000026127"	"Imp4"	"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:106572]"
"818"	"ENSMUSG00000026131"	"Dst"	"dystonin [Source:MGI Symbol;Acc:MGI:104627]"
"819"	"ENSMUSG00000026135"	"Zfp142"	"zinc finger protein 142 [Source:MGI Symbol;Acc:MGI:1924514]"
"820"	"ENSMUSG00000026166"	"Ccl20"	"chemokine (C-C motif) ligand 20 [Source:MGI Symbol;Acc:MGI:1329031]"
"821"	"ENSMUSG00000026171"	"Rnf25"	"ring finger protein 25 [Source:MGI Symbol;Acc:MGI:1890215]"
"822"	"ENSMUSG00000026174"	"Rqcd1"	"rcd1 (required for cell differentiation) homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1928902]"
"823"	"ENSMUSG00000026175"	"Vil1"	"villin 1 [Source:MGI Symbol;Acc:MGI:98930]"
"824"	"ENSMUSG00000026187"	"Xrcc5"	"X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]"
"825"	"ENSMUSG00000026192"	"Atic"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]"
"826"	"ENSMUSG00000026193"	"Fn1"	"fibronectin 1 [Source:MGI Symbol;Acc:MGI:95566]"
"827"	"ENSMUSG00000026211"	"Obsl1"	"obscurin-like 1 [Source:MGI Symbol;Acc:MGI:2138628]"
"828"	"ENSMUSG00000026219"	"Trip12"	"thyroid hormone receptor interactor 12 [Source:MGI Symbol;Acc:MGI:1309481]"
"829"	"ENSMUSG00000026229"	"Psmd1"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]"
"830"	"ENSMUSG00000026234"	"Ncl"	"nucleolin [Source:MGI Symbol;Acc:MGI:97286]"
"831"	"ENSMUSG00000026245"	"Farsb"	"phenylalanyl-tRNA synthetase, beta subunit [Source:MGI Symbol;Acc:MGI:1346035]"
"832"	"ENSMUSG00000026248"	"Mrpl44"	"mitochondrial ribosomal protein L44 [Source:MGI Symbol;Acc:MGI:1916413]"
"833"	"ENSMUSG00000026254"	"Eif4e2"	"eukaryotic translation initiation factor 4E member 2 [Source:MGI Symbol;Acc:MGI:1914440]"
"834"	"ENSMUSG00000026273"	"Mterfd2"	"MTERF domain containing 2 [Source:MGI Symbol;Acc:MGI:1918355]"
"835"	"ENSMUSG00000026276"	"Sept2"	"septin 2 [Source:MGI Symbol;Acc:MGI:97298]"
"836"	"ENSMUSG00000026305"	"Lrrfip1"	"leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770]"
"837"	"ENSMUSG00000026341"	"Actr3"	"ARP3 actin-related protein 3 [Source:MGI Symbol;Acc:MGI:1921367]"
"838"	"ENSMUSG00000026353"	"Ubxn4"	"UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062]"
"839"	"ENSMUSG00000026356"	"Dars"	"aspartyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2442544]"
"840"	"ENSMUSG00000026374"	"Tsn"	"translin [Source:MGI Symbol;Acc:MGI:109263]"
"841"	"ENSMUSG00000026377"	"Mki67ip"	"Mki67 (FHA domain) interacting nucleolar phosphoprotein [Source:MGI Symbol;Acc:MGI:1915199]"
"842"	"ENSMUSG00000026385"	"Dbi"	"diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865]"
"843"	"ENSMUSG00000026405"	"C4bp"	"complement component 4 binding protein [Source:MGI Symbol;Acc:MGI:88229]"
"844"	"ENSMUSG00000026413"	"Pkp1"	"plakophilin 1 [Source:MGI Symbol;Acc:MGI:1328359]"
"845"	"ENSMUSG00000026421"	"Csrp1"	"cysteine and glycine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88549]"
"846"	"ENSMUSG00000026427"	"Eif2d"	"eukaryotic translation initiation factor 2D [Source:MGI Symbol;Acc:MGI:109342]"
"847"	"ENSMUSG00000026429"	"Ube2t"	"ubiquitin-conjugating enzyme E2T (putative) [Source:MGI Symbol;Acc:MGI:1914446]"
"848"	"ENSMUSG00000026434"	"Nucks1"	"nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol;Acc:MGI:1934811]"
"849"	"ENSMUSG00000026464"	"Zc3h11a"	"zinc finger CCCH type containing 11A [Source:MGI Symbol;Acc:MGI:1917829]"
"850"	"ENSMUSG00000026483"	"Fam129a"	"family with sequence similarity 129, member A [Source:MGI Symbol;Acc:MGI:2137237]"
"851"	"ENSMUSG00000026492"	"Tfb2m"	"transcription factor B2, mitochondrial [Source:MGI Symbol;Acc:MGI:107937]"
"852"	"ENSMUSG00000026496"	"Parp1"	"poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]"
"853"	"ENSMUSG00000026516"	"Nvl"	"nuclear VCP-like [Source:MGI Symbol;Acc:MGI:1914709]"
"854"	"ENSMUSG00000026526"	"Fh1"	"fumarate hydratase 1 [Source:MGI Symbol;Acc:MGI:95530]"
"855"	"ENSMUSG00000026535"	"Ifi202b"	"interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083]"
"856"	"ENSMUSG00000026536"	"Mnda"	"myeloid cell nuclear differentiation antigen [Source:MGI Symbol;Acc:MGI:3041120]"
"857"	"ENSMUSG00000026547"	"Tagln2"	"transgelin 2 [Source:MGI Symbol;Acc:MGI:1312985]"
"858"	"ENSMUSG00000026553"	"Copa"	"coatomer protein complex subunit alpha [Source:MGI Symbol;Acc:MGI:1334462]"
"859"	"ENSMUSG00000026576"	"Atp1b1"	"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]"
"860"	"ENSMUSG00000026615"	"Eprs"	"glutamyl-prolyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:97838]"
"861"	"ENSMUSG00000026618"	"Iars2"	"isoleucine-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919586]"
"862"	"ENSMUSG00000026626"	"Ppp2r5a"	"protein phosphatase 2, regulatory subunit B (B56), alpha isoform [Source:MGI Symbol;Acc:MGI:2388479]"
"863"	"ENSMUSG00000026634"	"Angel2"	"angel homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1196310]"
"864"	"ENSMUSG00000026643"	"Nmt2"	"N-myristoyltransferase 2 [Source:MGI Symbol;Acc:MGI:1202298]"
"865"	"ENSMUSG00000026696"	"Vamp4"	"vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]"
"866"	"ENSMUSG00000026701"	"Prdx6"	"peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]"
"867"	"ENSMUSG00000026709"	"Dars2"	"aspartyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2442510]"
"868"	"ENSMUSG00000026728"	"Vim"	"vimentin [Source:MGI Symbol;Acc:MGI:98932]"
"869"	"ENSMUSG00000026740"	"Dnajc1"	"DnaJ (Hsp40) homolog, subfamily C, member 1 [Source:MGI Symbol;Acc:MGI:103268]"
"870"	"ENSMUSG00000026754"	"Golga1"	"golgi autoantigen, golgin subfamily a, 1 [Source:MGI Symbol;Acc:MGI:1924149]"
"871"	"ENSMUSG00000026764"	"Kif5c"	"kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269]"
"872"	"ENSMUSG00000026790"	"Odf2"	"outer dense fiber of sperm tails 2 [Source:MGI Symbol;Acc:MGI:1098824]"
"873"	"ENSMUSG00000026797"	"Stxbp1"	"syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]"
"874"	"ENSMUSG00000026803"	"Ttf1"	"transcription termination factor, RNA polymerase I [Source:MGI Symbol;Acc:MGI:105044]"
"875"	"ENSMUSG00000026806"	"Ddx31"	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31 [Source:MGI Symbol;Acc:MGI:2682639]"
"876"	"ENSMUSG00000026825"	"Dnm1"	"dynamin 1 [Source:MGI Symbol;Acc:MGI:107384]"
"877"	"ENSMUSG00000026843"	"Fubp3"	"far upstream element (FUSE) binding protein 3 [Source:MGI Symbol;Acc:MGI:2443699]"
"878"	"ENSMUSG00000026851"	"BC005624"	"cDNA sequence BC005624 [Source:MGI Symbol;Acc:MGI:2385132]"
"879"	"ENSMUSG00000026864"	"Hspa5"	"heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]"
"880"	"ENSMUSG00000026866"	"Kynu"	"kynureninase (L-kynurenine hydrolase) [Source:MGI Symbol;Acc:MGI:1918039]"
"881"	"ENSMUSG00000026867"	"Gapvd1"	"GTPase activating protein and VPS9 domains 1 [Source:MGI Symbol;Acc:MGI:1913941]"
"882"	"ENSMUSG00000026887"	"Mrrf"	"mitochondrial ribosome recycling factor [Source:MGI Symbol;Acc:MGI:1915121]"
"883"	"ENSMUSG00000026889"	"Rbm18"	"RNA binding motif protein 18 [Source:MGI Symbol;Acc:MGI:1915139]"
"884"	"ENSMUSG00000026915"	"Strbp"	"spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]"
"885"	"ENSMUSG00000026924"	"Sec16a"	"SEC16 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2139207]"
"886"	"ENSMUSG00000026970"	"Rbms1"	"RNA binding motif, single stranded interacting protein 1 [Source:MGI Symbol;Acc:MGI:1861774]"
"887"	"ENSMUSG00000027012"	"Dync1i2"	"dynein cytoplasmic 1 intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107750]"
"888"	"ENSMUSG00000027014"	"Cwc22"	"CWC22 spliceosome-associated protein homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2136773]"
"889"	"ENSMUSG00000027067"	"Ssrp1"	"structure specific recognition protein 1 [Source:MGI Symbol;Acc:MGI:107912]"
"890"	"ENSMUSG00000027080"	"Med19"	"mediator of RNA polymerase II transcription, subunit 19 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914234]"
"891"	"ENSMUSG00000027086"	"Fastkd1"	"FAST kinase domains 1 [Source:MGI Symbol;Acc:MGI:2444596]"
"892"	"ENSMUSG00000027091"	"Zc3h15"	"zinc finger CCCH-type containing 15 [Source:MGI Symbol;Acc:MGI:1919747]"
"893"	"ENSMUSG00000027108"	"Ola1"	"Obg-like ATPase 1 [Source:MGI Symbol;Acc:MGI:1914309]"
"894"	"ENSMUSG00000027115"	"Kif18a"	"kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977]"
"895"	"ENSMUSG00000027162"	"Lin7c"	"lin-7 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1330839]"
"896"	"ENSMUSG00000027170"	"Eif3m"	"eukaryotic translation initiation factor 3, subunit M [Source:MGI Symbol;Acc:MGI:1351744]"
"897"	"ENSMUSG00000027176"	"Cstf3"	"cleavage stimulation factor, 3' pre-RNA, subunit 3 [Source:MGI Symbol;Acc:MGI:1351825]"
"898"	"ENSMUSG00000027184"	"Caprin1"	"cell cycle associated protein 1 [Source:MGI Symbol;Acc:MGI:1858234]"
"899"	"ENSMUSG00000027185"	"Nat10"	"N-acetyltransferase 10 [Source:MGI Symbol;Acc:MGI:2138939]"
"900"	"ENSMUSG00000027187"	"Cat"	"catalase [Source:MGI Symbol;Acc:MGI:88271]"
"901"	"ENSMUSG00000027193"	"Api5"	"apoptosis inhibitor 5 [Source:MGI Symbol;Acc:MGI:1888993]"
"902"	"ENSMUSG00000027195"	"Hsd17b12"	"hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967]"
"903"	"ENSMUSG00000027199"	"Gatm"	"glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342]"
"904"	"ENSMUSG00000027201"	"Myef2"	"myelin basic protein expression factor 2, repressor [Source:MGI Symbol;Acc:MGI:104592]"
"905"	"ENSMUSG00000027203"	"Dut"	"deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051]"
"906"	"ENSMUSG00000027204"	"Fbn1"	"fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489]"
"907"	"ENSMUSG00000027236"	"Eif3j1"	"eukaryotic translation initiation factor 3, subunit J1 [Source:MGI Symbol;Acc:MGI:1925905]"
"908"	"ENSMUSG00000027239"	"Mdk"	"midkine [Source:MGI Symbol;Acc:MGI:96949]"
"909"	"ENSMUSG00000027247"	"Arhgap1"	"Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2445003]"
"910"	"ENSMUSG00000027248"	"Pdia3"	"protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]"
"911"	"ENSMUSG00000027254"	"Map1a"	"microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]"
"912"	"ENSMUSG00000027282"	"Mtch2"	"mitochondrial carrier homolog 2 (C. elegans) [Source:MGI Symbol;Acc:MGI:1929260]"
"913"	"ENSMUSG00000027288"	"Zfp106"	"zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]"
"914"	"ENSMUSG00000027297"	"Ltk"	"leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840]"
"915"	"ENSMUSG00000027304"	"Rtf1"	"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309480]"
"916"	"ENSMUSG00000027306"	"Nusap1"	"nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]"
"917"	"ENSMUSG00000027324"	"Rpusd2"	"RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066]"
"918"	"ENSMUSG00000027327"	"1700037H04Rik"	"RIKEN cDNA 1700037H04 gene [Source:MGI Symbol;Acc:MGI:1914576]"
"919"	"ENSMUSG00000027331"	"Knstrn"	"kinetochore-localized astrin/SPAG5 binding [Source:MGI Symbol;Acc:MGI:1289298]"
"920"	"ENSMUSG00000027342"	"Pcna"	"proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503]"
"921"	"ENSMUSG00000027349"	"Fam98b"	"family with sequence similarity 98, member B [Source:MGI Symbol;Acc:MGI:1915465]"
"922"	"ENSMUSG00000027374"	"Mrps5"	"mitochondrial ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1924971]"
"923"	"ENSMUSG00000027387"	"Zc3h8"	"zinc finger CCCH type containing 8 [Source:MGI Symbol;Acc:MGI:1930128]"
"924"	"ENSMUSG00000027395"	"Polr1b"	"polymerase (RNA) I polypeptide B [Source:MGI Symbol;Acc:MGI:108014]"
"925"	"ENSMUSG00000027404"	"Snrpb"	"small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:98342]"
"926"	"ENSMUSG00000027405"	"Nop56"	"NOP56 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1914384]"
"927"	"ENSMUSG00000027422"	"Rrbp1"	"ribosome binding protein 1 [Source:MGI Symbol;Acc:MGI:1932395]"
"928"	"ENSMUSG00000027424"	"Mgme1"	"mitochondrial genome maintainance exonuclease 1 [Source:MGI Symbol;Acc:MGI:1921778]"
"929"	"ENSMUSG00000027430"	"Dtd1"	"D-tyrosyl-tRNA deacylase 1 [Source:MGI Symbol;Acc:MGI:1913294]"
"930"	"ENSMUSG00000027433"	"Xrn2"	"5'-3' exoribonuclease 2 [Source:MGI Symbol;Acc:MGI:894687]"
"931"	"ENSMUSG00000027455"	"Nsfl1c"	"NSFL1 (p97) cofactor (p47) [Source:MGI Symbol;Acc:MGI:3042273]"
"932"	"ENSMUSG00000027469"	"Tpx2"	"TPX2, microtubule-associated protein homolog (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1919369]"
"933"	"ENSMUSG00000027479"	"Mapre1"	"microtubule-associated protein, RP/EB family, member 1 [Source:MGI Symbol;Acc:MGI:891995]"
"934"	"ENSMUSG00000027483"	"Bpifa1"	"BPI fold containing family A, member 1 [Source:MGI Symbol;Acc:MGI:1338036]"
"935"	"ENSMUSG00000027484"	"Bpifa5"	"BPI fold containing family A, member 5 [Source:MGI Symbol;Acc:MGI:1914385]"
"936"	"ENSMUSG00000027496"	"Aurka"	"aurora kinase A [Source:MGI Symbol;Acc:MGI:894678]"
"937"	"ENSMUSG00000027498"	"Cstf1"	"cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:MGI Symbol;Acc:MGI:1914587]"
"938"	"ENSMUSG00000027502"	"Rtfdc1"	"replication termination factor 2 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913654]"
"939"	"ENSMUSG00000027506"	"Tpd52"	"tumor protein D52 [Source:MGI Symbol;Acc:MGI:107749]"
"940"	"ENSMUSG00000027510"	"Rbm38"	"RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]"
"941"	"ENSMUSG00000027533"	"Fabp5"	"fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]"
"942"	"ENSMUSG00000027540"	"Ptpn1"	"protein tyrosine phosphatase, non-receptor type 1 [Source:MGI Symbol;Acc:MGI:97805]"
"943"	"ENSMUSG00000027546"	"Atp9a"	"ATPase, class II, type 9A [Source:MGI Symbol;Acc:MGI:1330826]"
"944"	"ENSMUSG00000027562"	"Car2"	"carbonic anhydrase 2 [Source:MGI Symbol;Acc:MGI:88269]"
"945"	"ENSMUSG00000027580"	"Helz2"	"helicase with zinc finger 2, transcriptional coactivator [Source:MGI Symbol;Acc:MGI:2385169]"
"946"	"ENSMUSG00000027593"	"Raly"	"hnRNP-associated with lethal yellow [Source:MGI Symbol;Acc:MGI:97850]"
"947"	"ENSMUSG00000027597"	"Ahcy"	"S-adenosylhomocysteine hydrolase [Source:MGI Symbol;Acc:MGI:87968]"
"948"	"ENSMUSG00000027613"	"Eif6"	"eukaryotic translation initiation factor 6 [Source:MGI Symbol;Acc:MGI:1196288]"
"949"	"ENSMUSG00000027620"	"Rbm39"	"RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]"
"950"	"ENSMUSG00000027642"	"Rpn2"	"ribophorin II [Source:MGI Symbol;Acc:MGI:98085]"
"951"	"ENSMUSG00000027663"	"Zmat3"	"zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]"
"952"	"ENSMUSG00000027680"	"Fxr1"	"fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]"
"953"	"ENSMUSG00000027699"	"Ect2"	"ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]"
"954"	"ENSMUSG00000027706"	"Sec62"	"SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526]"
"955"	"ENSMUSG00000027712"	"Anxa5"	"annexin A5 [Source:MGI Symbol;Acc:MGI:106008]"
"956"	"ENSMUSG00000027714"	"Exosc9"	"exosome component 9 [Source:MGI Symbol;Acc:MGI:1355319]"
"957"	"ENSMUSG00000027722"	"Spata5"	"spermatogenesis associated 5 [Source:MGI Symbol;Acc:MGI:1927170]"
